column_name,column_type,dataset_count,example_datasets,definition,data_steward,status
Saturday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 06:00-07:00,,inferred
Saturday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 07:00-08:00,,inferred
Saturday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 08:00-09:00,,inferred
Saturday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 09:00-10:00,,inferred
Saturday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 10:00-11:00,,inferred
Saturday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 11:00-12:00,,inferred
Saturday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 12:00-13:00,,inferred
Saturday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 13:00-14:00,,inferred
Saturday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 14:00-15:00,,inferred
Saturday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 15:00-16:00,,inferred
Saturday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 16:00-17:00,,inferred
Saturday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 17:00-18:00,,inferred
Saturday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 18:00-19:00,,inferred
Saturday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 19:00-20:00,,inferred
Saturday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 20:00-21:00,,inferred
Saturday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 21:00-22:00,,inferred
Saturday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 22:00-23:00,,inferred
Saturday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Saturday between 23:00-24:00,,inferred
Sunday 00/01,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 00:00-01:00,,inferred
Sunday 01/02,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 01:00-02:00,,inferred
Sunday 02/03,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 02:00-03:00,,inferred
Sunday 03/04,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 03:00-04:00,,inferred
Sunday 04/05,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 04:00-05:00,,inferred
Sunday 05/06,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 05:00-06:00,,inferred
Sunday 06/07,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 06:00-07:00,,inferred
Sunday 07/08,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 07:00-08:00,,inferred
Sunday 08/09,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 08:00-09:00,,inferred
Sunday 09/10,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 09:00-10:00,,inferred
Sunday 10/11,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 10:00-11:00,,inferred
Sunday 11/12,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 11:00-12:00,,inferred
Sunday 12/13,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 12:00-13:00,,inferred
Sunday 13/14,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 13:00-14:00,,inferred
Sunday 14/15,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 14:00-15:00,,inferred
Sunday 15/16,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 15:00-16:00,,inferred
Sunday 16/17,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 16:00-17:00,,inferred
Sunday 17/18,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 17:00-18:00,,inferred
Sunday 18/19,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 18:00-19:00,,inferred
Sunday 19/20,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 19:00-20:00,,inferred
Sunday 20/21,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 20:00-21:00,,inferred
Sunday 21/22,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 21:00-22:00,,inferred
Sunday 22/23,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 22:00-23:00,,inferred
Sunday 23/24,DOUBLE,1,Hivestack - Hourly Impressions By Week,Hourly metric for Sunday between 23:00-24:00,,inferred
PURCHASE_TYPE,STRING,1,Hivestack Revenue Previous Month,,,pending-dataset-specific
REGION,STRING,1,Hivestack Revenue Previous Month,[Hivestack] Geographic region classification,,draft
AUDIENCE_IMPRESSIONS,STRING,1,Hivestack Revenue Previous Month,Audience-based impression count for programmatic campaigns,,inferred
OWNER_EXCHANGE_FEE,DOUBLE,1,Hivestack Revenue Previous Month,[Programmatic] Exchange fee charged to the media owner,,inferred
OWNER_INTERNATIONAL_FEE,DOUBLE,1,Hivestack Revenue Previous Month,[Programmatic] International transaction fee charged to the media owner,,inferred
Hours With Data,LONG,1,Hourly Impression Multipliers - Site Actuals And DMA Averages,,,pending-dataset-specific
Full Data,LONG,1,Hourly Impression Multipliers - Site Actuals And DMA Averages,,,pending-dataset-specific
Client Name,STRING,1,Hurricane Ian Campaign Impact,Display name of the Client,,draft
Station ID,STRING,1,Hurricane Ian Campaign Impact,Unique identifier for Station,,draft
Monthly Clawback,DOUBLE,1,ICS Clawback Payment,,,pending-dataset-specific
Days Migrated,LONG,1,ICS GVR Clawback,Number of days migrated,,inferred
Final Clawback,DOUBLE,1,ICS GVR Clawback,,,pending-dataset-specific
NVIs_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
Revenue - Open Exchange_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange (min),,inferred
Revenue - Open Exchange_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange (Q1),,inferred
Revenue - Open Exchange_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_median,,inferred
Revenue - Open Exchange_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange (Q3),,inferred
Revenue - Open Exchange_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange (max),,inferred
Revenue - PMP_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from PMP (min),,inferred
Revenue - PMP_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from PMP (Q1),,inferred
Revenue - PMP_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_median,,inferred
Revenue - PMP_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from PMP (Q3),,inferred
Revenue - PMP_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from PMP (max),,inferred
Revenue - Programmatic Direct_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct (min),,inferred
Revenue - Programmatic Direct_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct (Q1),,inferred
Revenue - Programmatic Direct_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_median,,inferred
Revenue - Programmatic Direct_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct (Q3),,inferred
Revenue - Programmatic Direct_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct (max),,inferred
Revenue - SSP_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from SSP (min),,inferred
Revenue - SSP_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from SSP (Q1),,inferred
Revenue - SSP_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_median,,inferred
Revenue - SSP_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from SSP (Q3),,inferred
Revenue - SSP_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from SSP (max),,inferred
Revenue - Total_min,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total (min),,inferred
Revenue - Total_Q1,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total (Q1),,inferred
Revenue - Total_median,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_median,,inferred
Revenue - Total_Q3,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total (Q3),,inferred
Revenue - Total_max,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total (max),,inferred
NVIs_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
Revenue - Open Exchange_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p10,,inferred
Revenue - Open Exchange_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p20,,inferred
Revenue - Open Exchange_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p30,,inferred
Revenue - Open Exchange_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p40,,inferred
Revenue - Open Exchange_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p60,,inferred
Revenue - Open Exchange_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p70,,inferred
Revenue - PMP_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p10,,inferred
Revenue - PMP_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p20,,inferred
Revenue - PMP_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p30,,inferred
Revenue - PMP_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p40,,inferred
Revenue - PMP_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p60,,inferred
Revenue - PMP_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p70,,inferred
Revenue - Programmatic Direct_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p10,,inferred
Revenue - Programmatic Direct_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p20,,inferred
Revenue - Programmatic Direct_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p30,,inferred
Revenue - Programmatic Direct_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p40,,inferred
Revenue - Programmatic Direct_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p60,,inferred
Revenue - Programmatic Direct_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p70,,inferred
Revenue - SSP_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p10,,inferred
Revenue - SSP_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p20,,inferred
Revenue - SSP_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p30,,inferred
Revenue - SSP_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p40,,inferred
Revenue - SSP_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p60,,inferred
Revenue - SSP_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p70,,inferred
Revenue - Total_p10,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p10,,inferred
Revenue - Total_p20,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p20,,inferred
Revenue - Total_p30,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p30,,inferred
Revenue - Total_p40,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p40,,inferred
Revenue - Total_p60,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p60,,inferred
Revenue - Total_p70,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p70,,inferred
NVIs_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
NVIs_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,,,pending-dataset-specific
Revenue - Open Exchange_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p80,,inferred
Revenue - Open Exchange_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from open exchange_p90,,inferred
Revenue - PMP_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p80,,inferred
Revenue - PMP_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from pmp_p90,,inferred
Revenue - Programmatic Direct_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p80,,inferred
Revenue - Programmatic Direct_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from programmatic direct_p90,,inferred
Revenue - SSP_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p80,,inferred
Revenue - SSP_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from ssp_p90,,inferred
Revenue - Total_p80,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p80,,inferred
Revenue - Total_p90,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Grouping,Revenue from total_p90,,inferred
NVIs,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Site,,,pending-dataset-specific
Revenue - Open Exchange,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Site,Revenue from open exchange,,inferred
Revenue - PMP,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Site,Revenue from PMP,,inferred
Revenue - Programmatic Direct,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Site,Revenue from programmatic direct,,inferred
Revenue - SSP,DOUBLE,1,ICS Revenue Analysis - Prior Month - By Site,Revenue from SSP,,inferred
Expected Screens,LONG,1,ICS Sites Completed By GVR,,,pending-dataset-specific
IGVR System Screens,STRING,1,ICS Sites Completed By GVR,,,pending-dataset-specific
IGVR Ops Screens,LONG,1,ICS Sites Completed By GVR,Screen count from IGVR operations data,,manual
Date IGVR Finished,DATE,1,ICS Sites Completed By GVR,Date of the igvr finished milestone or event,,draft
Date GSTV Verified,DATE,1,ICS Sites Completed By GVR,Date when GSTV verified the site's status or data,,draft
Base - Requested Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Requested Spots for the base (current) period,,inferred
Comp - Requested Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Requested Spots for the comparison (prior) period,,inferred
Base - Leased Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Leased Spots for the base (current) period,,inferred
Comp - Leased Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Leased Spots for the comparison (prior) period,,inferred
Base - Fill Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Baseline fill rate (percentage of ad requests filled) for the comparison period,,draft
Comp - Fill Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Comparison fill rate (percentage of ad requests filled) for the test period,,draft
Base - Spent Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Spent Spots for the base (current) period,,inferred
Comp - Spent Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Spent Spots for the comparison (prior) period,,inferred
Base - Spend Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Baseline spend rate (leased/requested spots ratio) for the comparison period,,draft
Comp - Spend Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Comparison spend rate (leased/requested spots ratio) for the test period,,draft
Base - Manually Expired Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Manually Expired Spots for the base (current) period,,inferred
Comp - Manually Expired Spots,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Manually Expired Spots for the comparison (prior) period,,inferred
Base - Expiration Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Baseline ad lease expiration rate for the comparison period,,draft
Comp - Expiration Rate,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Comparison ad lease expiration rate for the test period,,draft
Base - Impressions - Deal,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Impressions - Deal for the base (current) period,,inferred
Comp - Impressions - Deal,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Impressions - Deal for the comparison (prior) period,,inferred
Base - Spots - Deal,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Spots - Deal for the base (current) period,,inferred
Comp - Spots - Deal,LONG,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Spots - Deal for the comparison (prior) period,,inferred
Base - Profit - Deal,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Profit - Deal for the base (current) period,,inferred
Comp - Profit - Deal,DOUBLE,1,ICS/Non-ICS Location Comparisons - ICS Sites With Comparison Sites,Profit - Deal for the comparison (prior) period,,inferred
